ticket_id,created_at,category,priority,description,resolution_time_hours,satisfaction_score
3184,2025-08-04 13:07,Software,Low,Requesting install of project management tool,20.6,2.3
3185,2025-08-04 13:00,Software,Low,Application keeps crashing on launch,12.7,3.1
3186,2025-08-04 16:33,Account_Access,High,New hire needs accounts provisioned before start date,0.8,4.5
3187,2025-08-04 10:12,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",6.2,4.2
3188,2025-08-04 17:40,Software,Medium,Requesting install of project management tool,9.5,4.1
3189,2025-08-04 08:30,Hardware,Medium,Laptop won't power on at all,30.4,4.3
3190,2025-08-04 17:23,Hardware,High,Laptop won't power on at all,12.4,4.6
3191,2025-08-04 12:49,Security,High,Antivirus is flagging a file I downloaded,2.6,3.6
3192,2025-08-04 16:53,Hardware,High,Battery drains fully within an hour,35.6,4.1
3193,2025-08-04 13:41,Email,Medium,Emails to external clients are bouncing back,9.7,2.8
3194,2025-08-04 08:27,Email,Medium,Emails to external clients are bouncing back,7.0,2.7
3195,2025-08-04 09:49,Software,Low,Requesting install of project management tool,9.3,4.8
3196,2025-08-04 12:19,Software,Low,License activation error on design software,12.4,4.5
3197,2025-08-04 14:24,Email,High,Outlook stuck in offline mode,4.8,4.2
3198,2025-08-04 12:34,Printer,Medium,Print jobs stuck in queue and won't clear,3.2,4.2
3199,2025-08-04 11:38,Hardware,Medium,Laptop won't power on at all,37.2,3.9
3200,2025-08-04 10:22,Hardware,Critical,Screen cracked after laptop bag fell,9.5,3.9
3201,2025-08-04 11:38,Security,Critical,Think I clicked a phishing link by accident,1.2,4.1
3202,2025-08-04 18:18,Hardware,High,Battery drains fully within an hour,34.3,3.7
3203,2025-08-04 14:37,Network_VPN,High,Wi-Fi drops constantly in the east building,4.0,3.8
3204,2025-08-04 10:38,Hardware,High,Laptop won't power on at all,33.8,4.5
3205,2025-08-04 10:25,Printer,Low,Printer is printing blank pages,6.1,2.7
3206,2025-08-04 11:38,Hardware,Critical,Screen cracked after laptop bag fell,11.8,4.0
3207,2025-08-05 10:51,Account_Access,High,Requesting elevated access to the deployment pipeline,3.2,3.5
3208,2025-08-05 11:32,Security,High,My laptop is acting strange after opening an attachment,3.2,4.4
3209,2025-08-05 14:38,Software,Low,Application keeps crashing on launch,23.7,2.9
3210,2025-08-05 12:48,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,5.2,3.8
3211,2025-08-05 15:17,Printer,Low,Printer on 3rd floor is offline,3.1,3.7
3212,2025-08-05 17:36,Network_VPN,Critical,VPN keeps disconnecting every few minutes,2.9,3.8
3213,2025-08-05 13:15,Network_VPN,Medium,VPN keeps disconnecting every few minutes,9.1,2.4
3214,2025-08-05 12:53,Account_Access,Medium,New hire needs accounts provisioned before start date,5.0,3.4
3215,2025-08-05 13:13,Account_Access,Medium,Locked out of my account after password expired,3.4,2.3
3216,2025-08-05 11:51,Hardware,Critical,Laptop won't power on at all,5.6,4.6
3217,2025-08-06 09:57,Network_VPN,High,"Cannot connect to VPN, authentication failed error",2.2,4.2
3218,2025-08-06 13:37,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",4.3,4.5
3219,2025-08-06 13:45,Email,Medium,Not receiving any emails since this morning,5.2,4.8
3220,2025-08-06 13:01,Hardware,High,Battery drains fully within an hour,17.1,4.4
3221,2025-08-06 15:21,Hardware,Medium,Screen cracked after laptop bag fell,56.4,2.7
3222,2025-08-06 10:23,Account_Access,Medium,Requesting elevated access to the deployment pipeline,3.6,2.7
3223,2025-08-06 13:13,Network_VPN,High,VPN keeps disconnecting every few minutes,4.8,4.1
3224,2025-08-06 10:24,Account_Access,Medium,Forgot my password and self-service reset isn't working,3.1,3.9
3225,2025-08-06 17:44,Software,Critical,Requesting install of project management tool,4.9,4.3
3226,2025-08-06 14:27,Network_VPN,Medium,VPN keeps disconnecting every few minutes,7.0,2.6
3227,2025-08-06 12:58,Printer,Low,Can't add the new printer to my laptop,4.1,3.8
3228,2025-08-06 15:38,Security,Medium,My laptop is acting strange after opening an attachment,3.0,4.4
3229,2025-08-06 10:05,Hardware,High,Battery drains fully within an hour,37.3,4.0
3230,2025-08-06 08:33,Software,Low,Application keeps crashing on launch,19.1,2.1
3231,2025-08-06 09:14,Security,Medium,My laptop is acting strange after opening an attachment,2.7,4.2
3232,2025-08-06 07:36,Hardware,High,Battery drains fully within an hour,11.9,3.6
3233,2025-08-06 09:15,Software,Low,Application keeps crashing on launch,15.5,2.6
3234,2025-08-06 11:52,Network_VPN,High,"Cannot connect to VPN, authentication failed error",1.4,4.7
3235,2025-08-06 09:09,Printer,Medium,Printer on 3rd floor is offline,5.7,2.6
3236,2025-08-06 11:32,Hardware,Medium,Battery drains fully within an hour,24.8,4.8
3237,2025-08-06 09:15,Email,Medium,"Mailbox full, can't send or receive email",4.8,4.2
3238,2025-08-06 09:45,Email,Medium,Outlook stuck in offline mode,5.5,3.9
3239,2025-08-06 13:08,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",9.0,2.1
3240,2025-08-07 15:46,Account_Access,High,New hire needs accounts provisioned before start date,2.4,4.1
3241,2025-08-07 16:36,Hardware,High,Laptop fan is extremely loud and it's overheating,26.0,4.3
3242,2025-08-07 15:54,Printer,Medium,Can't add the new printer to my laptop,5.5,2.6
3243,2025-08-07 11:07,Hardware,Medium,Laptop won't power on at all,53.0,2.6
3244,2025-08-07 14:12,Software,Medium,Requesting install of project management tool,12.7,2.0
3245,2025-08-07 16:50,Printer,Low,Print jobs stuck in queue and won't clear,6.1,2.2
3246,2025-08-07 07:57,Printer,Medium,Print jobs stuck in queue and won't clear,4.3,2.4
3247,2025-08-07 12:56,Account_Access,Medium,Requesting elevated access to the deployment pipeline,3.7,3.1
3248,2025-08-08 17:59,Hardware,Critical,Docking station won't detect external monitor,8.2,3.7
3249,2025-08-08 17:55,Network_VPN,Low,Wi-Fi drops constantly in the east building,7.9,2.6
3250,2025-08-08 07:59,Hardware,Medium,Laptop fan is extremely loud and it's overheating,63.5,2.8
3251,2025-08-08 15:10,Security,Medium,My laptop is acting strange after opening an attachment,3.4,2.5
3252,2025-08-08 07:32,Network_VPN,Low,VPN keeps disconnecting every few minutes,9.8,2.4
3253,2025-08-08 16:29,Account_Access,Medium,New hire needs accounts provisioned before start date,3.9,2.5
3254,2025-08-08 08:56,Account_Access,Medium,Forgot my password and self-service reset isn't working,2.3,4.3
3255,2025-08-08 15:46,Hardware,Medium,Docking station won't detect external monitor,48.9,3.0
3256,2025-08-08 12:42,Printer,Critical,Printer on 3rd floor is offline,0.8,4.7
3257,2025-08-08 16:24,Printer,Low,Printer is printing blank pages,6.8,2.3
3258,2025-08-08 10:26,Account_Access,Low,Need access to the shared finance drive for a project,3.3,3.4
3259,2025-08-08 16:16,Software,High,Requesting install of project management tool,11.2,4.1
3260,2025-08-08 11:46,Security,Low,Think I clicked a phishing link by accident,2.4,4.8
3261,2025-08-08 17:31,Hardware,Medium,Laptop won't power on at all,68.0,2.2
3262,2025-08-11 11:36,Email,High,Outlook stuck in offline mode,5.4,4.8
3263,2025-08-11 17:53,Software,Medium,License activation error on design software,13.2,2.2
3264,2025-08-11 07:27,Printer,Medium,Printer is printing blank pages,6.8,2.4
3265,2025-08-11 13:03,Hardware,Critical,Screen cracked after laptop bag fell,9.1,5.0
3266,2025-08-11 15:14,Security,Critical,Antivirus is flagging a file I downloaded,0.9,4.7
3267,2025-08-11 08:44,Email,High,Emails to external clients are bouncing back,2.1,4.9
3268,2025-08-11 11:05,Hardware,Medium,Screen cracked after laptop bag fell,43.4,2.8
3269,2025-08-11 12:59,Account_Access,Medium,New hire needs accounts provisioned before start date,5.7,2.1
3270,2025-08-11 07:21,Email,Medium,Not receiving any emails since this morning,6.4,2.6
3271,2025-08-11 13:37,Security,High,Received a suspicious email asking for my password,1.8,5.0
3272,2025-08-11 09:21,Account_Access,High,Requesting elevated access to the deployment pipeline,1.3,4.4
3273,2025-08-11 08:50,Network_VPN,Medium,Wi-Fi drops constantly in the east building,10.9,2.2
3274,2025-08-11 18:41,Printer,Medium,Print jobs stuck in queue and won't clear,5.3,2.1
3275,2025-08-11 12:43,Network_VPN,Low,VPN keeps disconnecting every few minutes,5.7,3.7
3276,2025-08-11 11:21,Software,Medium,License activation error on design software,9.3,3.7
3277,2025-08-11 10:50,Network_VPN,Low,VPN client won't launch after latest update,4.6,3.5
3278,2025-08-11 11:39,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,3.7,3.9
3279,2025-08-11 16:54,Email,High,"Mailbox full, can't send or receive email",2.3,3.6
3280,2025-08-11 07:25,Account_Access,Low,New hire needs accounts provisioned before start date,4.5,3.0
3281,2025-08-11 15:19,Email,High,Emails to external clients are bouncing back,4.6,4.0
3282,2025-08-11 11:42,Account_Access,Medium,Requesting elevated access to the deployment pipeline,5.7,3.2
3283,2025-08-11 07:37,Account_Access,Medium,Need access to the shared finance drive for a project,4.9,2.1
3284,2025-08-11 08:18,Email,Low,Emails to external clients are bouncing back,6.5,2.2
3285,2025-08-11 08:59,Printer,Medium,Printer is printing blank pages,6.5,2.7
3286,2025-08-11 14:41,Software,Medium,Software freezes whenever I try to export a file,12.8,3.1
3287,2025-08-11 11:24,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",7.0,2.1
3288,2025-08-11 12:28,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,11.7,3.2
3289,2025-08-11 16:55,Network_VPN,High,Wi-Fi drops constantly in the east building,4.9,4.5
3290,2025-08-12 12:09,Network_VPN,Critical,"Cannot connect to VPN, authentication failed error",2.1,4.2
3291,2025-08-12 10:46,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",9.0,3.4
3292,2025-08-12 16:23,Network_VPN,High,VPN keeps disconnecting every few minutes,4.5,4.6
3293,2025-08-12 10:09,Account_Access,Medium,Locked out of my account after password expired,5.3,2.8
3294,2025-08-12 16:39,Account_Access,Medium,New hire needs accounts provisioned before start date,3.7,2.8
3295,2025-08-12 14:46,Security,High,Think I clicked a phishing link by accident,3.1,4.7
3296,2025-08-12 12:01,Software,Medium,License activation error on design software,20.1,2.1
3297,2025-08-12 16:36,Hardware,High,Laptop won't power on at all,33.9,4.9
3298,2025-08-12 17:54,Account_Access,High,Forgot my password and self-service reset isn't working,1.1,3.9
3299,2025-08-12 07:33,Network_VPN,High,"Cannot connect to VPN, authentication failed error",4.2,4.1
3300,2025-08-12 13:03,Account_Access,Critical,Need access to the shared finance drive for a project,1.1,4.1
3301,2025-08-12 07:32,Security,High,Antivirus is flagging a file I downloaded,3.0,4.9
3302,2025-08-12 16:13,Email,High,Outlook stuck in offline mode,4.0,4.2
3303,2025-08-13 13:35,Software,High,License activation error on design software,10.8,4.9
3304,2025-08-13 08:21,Printer,Medium,Print jobs stuck in queue and won't clear,3.8,4.5
3305,2025-08-13 11:10,Software,Low,Requesting install of project management tool,10.0,4.6
3306,2025-08-13 09:23,Software,Medium,License activation error on design software,22.5,2.3
3307,2025-08-13 08:04,Network_VPN,Medium,Wi-Fi drops constantly in the east building,8.5,2.8
3308,2025-08-13 11:11,Security,Critical,Received a suspicious email asking for my password,0.5,3.9
3309,2025-08-13 15:29,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,8.2,3.3
3310,2025-08-13 08:22,Hardware,High,Docking station won't detect external monitor,13.5,3.6
3311,2025-08-13 16:51,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",6.2,3.5
3312,2025-08-13 15:52,Security,Critical,Received a suspicious email asking for my password,0.7,4.0
3313,2025-08-13 07:21,Software,Medium,Application keeps crashing on launch,22.8,2.9
3314,2025-08-13 10:10,Email,Low,Not receiving any emails since this morning,6.9,3.2
3315,2025-08-13 18:14,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,5.1,3.6
3316,2025-08-13 12:12,Email,Medium,Not receiving any emails since this morning,6.6,2.5
3317,2025-08-13 17:59,Email,Medium,"Mailbox full, can't send or receive email",3.7,4.0
3318,2025-08-13 14:05,Account_Access,Medium,Forgot my password and self-service reset isn't working,5.4,3.5
3319,2025-08-13 09:30,Network_VPN,Medium,VPN keeps disconnecting every few minutes,8.6,2.2
3320,2025-08-13 07:50,Hardware,High,Laptop fan is extremely loud and it's overheating,15.6,4.4
3321,2025-08-13 07:54,Email,Medium,Outlook stuck in offline mode,7.1,2.6
3322,2025-08-13 13:09,Network_VPN,High,Wi-Fi drops constantly in the east building,6.5,4.5
3323,2025-08-13 14:19,Account_Access,Critical,Requesting elevated access to the deployment pipeline,1.8,4.0
3324,2025-08-13 18:05,Printer,Low,Can't add the new printer to my laptop,7.9,2.5
3325,2025-08-13 12:20,Email,Medium,"Mailbox full, can't send or receive email",4.3,3.9
3326,2025-08-13 07:17,Email,Medium,Emails to external clients are bouncing back,7.4,2.1
3327,2025-08-13 18:35,Account_Access,High,New hire needs accounts provisioned before start date,3.0,3.6
3328,2025-08-14 13:48,Email,High,Outlook stuck in offline mode,4.0,3.7
3329,2025-08-14 11:47,Security,Critical,Antivirus is flagging a file I downloaded,1.1,4.5
3330,2025-08-14 14:02,Network_VPN,Low,VPN keeps disconnecting every few minutes,11.6,2.0
3331,2025-08-14 15:57,Hardware,Medium,Screen cracked after laptop bag fell,29.5,3.7
3332,2025-08-14 18:55,Printer,Low,Printer on 3rd floor is offline,3.7,4.9
3333,2025-08-14 18:52,Network_VPN,Medium,VPN keeps disconnecting every few minutes,9.9,2.2
3334,2025-08-14 11:36,Email,Critical,Emails to external clients are bouncing back,1.0,4.3
3335,2025-08-14 16:42,Printer,Medium,Print jobs stuck in queue and won't clear,4.0,4.1
3336,2025-08-14 13:58,Hardware,Medium,Laptop fan is extremely loud and it's overheating,30.9,5.0
3337,2025-08-14 13:16,Software,Low,License activation error on design software,21.7,2.2
3338,2025-08-14 18:16,Software,Low,Requesting install of project management tool,9.7,4.4
3339,2025-08-14 17:15,Software,Low,Software freezes whenever I try to export a file,18.2,2.2
3340,2025-08-14 08:43,Network_VPN,Medium,VPN keeps disconnecting every few minutes,6.2,3.6
3341,2025-08-14 10:45,Hardware,Medium,Battery drains fully within an hour,29.8,3.5
3342,2025-08-14 09:46,Network_VPN,Medium,VPN keeps disconnecting every few minutes,6.9,2.7
3343,2025-08-14 17:33,Software,High,Need Adobe Acrobat installed for contract review,4.7,4.1
3344,2025-08-14 13:22,Software,Medium,Requesting install of project management tool,21.7,2.2
3345,2025-08-14 11:00,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",11.6,2.7
3346,2025-08-14 14:33,Hardware,Low,Battery drains fully within an hour,66.7,2.1
3347,2025-08-14 09:27,Account_Access,Low,Requesting elevated access to the deployment pipeline,3.3,2.4
3348,2025-08-14 12:19,Printer,Medium,Can't add the new printer to my laptop,5.5,2.9
3349,2025-08-14 13:17,Software,Low,Requesting install of project management tool,21.8,3.3
3350,2025-08-14 17:31,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",5.3,4.7
3351,2025-08-14 18:23,Hardware,High,Laptop fan is extremely loud and it's overheating,35.8,3.7
3352,2025-08-14 18:25,Hardware,Medium,Laptop won't power on at all,55.7,3.2
3353,2025-08-14 11:51,Network_VPN,Critical,VPN client won't launch after latest update,1.3,4.8
3354,2025-08-15 07:20,Printer,Medium,Print jobs stuck in queue and won't clear,7.9,2.0
3355,2025-08-15 08:46,Printer,Medium,Can't add the new printer to my laptop,2.8,3.8
3356,2025-08-15 17:25,Account_Access,Medium,Requesting elevated access to the deployment pipeline,5.2,2.9
3357,2025-08-15 16:12,Software,Medium,Software freezes whenever I try to export a file,13.6,2.6
3358,2025-08-15 10:34,Email,Low,Outlook stuck in offline mode,5.8,2.7
3359,2025-08-15 08:36,Account_Access,Medium,Need access to the shared finance drive for a project,4.3,3.0
3360,2025-08-15 15:47,Email,Medium,Emails to external clients are bouncing back,4.0,4.2
3361,2025-08-15 10:23,Network_VPN,Medium,VPN client won't launch after latest update,5.3,4.6
3362,2025-08-15 11:41,Network_VPN,Low,Wi-Fi drops constantly in the east building,8.8,2.2
3363,2025-08-15 16:07,Software,High,Requesting install of project management tool,2.1,4.9
3364,2025-08-15 10:02,Network_VPN,High,Wi-Fi drops constantly in the east building,4.0,4.4
3365,2025-08-15 07:59,Hardware,High,Screen cracked after laptop bag fell,26.3,4.5
3366,2025-08-15 15:37,Email,High,Emails to external clients are bouncing back,5.0,3.7
3367,2025-08-15 12:48,Account_Access,Medium,New hire needs accounts provisioned before start date,3.8,2.5
3368,2025-08-15 07:42,Hardware,Low,Battery drains fully within an hour,29.0,4.4
3369,2025-08-16 10:12,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",4.6,3.8
3370,2025-08-16 07:07,Network_VPN,Low,Very slow network speeds on corporate Wi-Fi,7.8,2.9
3371,2025-08-17 09:30,Account_Access,High,Forgot my password and self-service reset isn't working,1.7,4.5
3372,2025-08-18 13:06,Network_VPN,Low,Wi-Fi drops constantly in the east building,5.6,4.8
3373,2025-08-18 10:44,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",5.5,3.7
3374,2025-08-18 15:57,Email,High,Outlook stuck in offline mode,4.2,4.8
3375,2025-08-18 15:42,Security,Critical,Antivirus is flagging a file I downloaded,0.7,5.0
3376,2025-08-18 11:20,Software,Medium,Requesting install of project management tool,17.7,3.2
3377,2025-08-18 10:25,Account_Access,High,Need access to the shared finance drive for a project,2.7,4.8
3378,2025-08-18 18:08,Account_Access,Medium,New hire needs accounts provisioned before start date,2.5,4.4
3379,2025-08-18 15:30,Email,High,Emails to external clients are bouncing back,3.4,4.8
3380,2025-08-18 09:34,Hardware,High,Laptop fan is extremely loud and it's overheating,31.8,3.6
3381,2025-08-18 15:56,Email,Medium,Emails to external clients are bouncing back,4.0,4.8
3382,2025-08-18 11:16,Network_VPN,Medium,VPN client won't launch after latest update,6.9,2.8
3383,2025-08-18 10:08,Account_Access,High,Need access to the shared finance drive for a project,0.6,4.2
3384,2025-08-18 14:04,Printer,Medium,Print jobs stuck in queue and won't clear,3.2,3.7
3385,2025-08-18 17:17,Hardware,Low,Laptop fan is extremely loud and it's overheating,60.6,2.7
3386,2025-08-18 17:44,Security,Low,Antivirus is flagging a file I downloaded,5.1,3.2
3387,2025-08-18 17:37,Network_VPN,Low,VPN keeps disconnecting every few minutes,5.6,4.6
3388,2025-08-18 15:41,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",10.5,2.7
3389,2025-08-18 13:43,Account_Access,Low,New hire needs accounts provisioned before start date,2.7,4.0
3390,2025-08-18 08:34,Network_VPN,High,VPN client won't launch after latest update,5.1,3.9
3391,2025-08-18 09:11,Email,Medium,Not receiving any emails since this morning,7.0,3.2
3392,2025-08-18 14:02,Email,Medium,Outlook stuck in offline mode,8.7,2.5
3393,2025-08-18 11:56,Hardware,Low,Docking station won't detect external monitor,52.9,2.0
3394,2025-08-18 11:33,Account_Access,Medium,Forgot my password and self-service reset isn't working,2.5,4.6
3395,2025-08-18 11:32,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,6.1,3.7
3396,2025-08-18 09:50,Account_Access,Medium,Forgot my password and self-service reset isn't working,2.3,4.0
3397,2025-08-18 13:13,Software,Medium,Need Adobe Acrobat installed for contract review,8.5,4.2
3398,2025-08-19 07:49,Hardware,High,Laptop fan is extremely loud and it's overheating,25.0,4.7
3399,2025-08-19 07:59,Software,Low,Software freezes whenever I try to export a file,8.9,3.9
3400,2025-08-19 15:47,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,8.4,3.3
3401,2025-08-19 14:31,Network_VPN,Critical,Wi-Fi drops constantly in the east building,2.8,4.3
3402,2025-08-19 15:41,Email,Medium,Emails to external clients are bouncing back,6.1,3.1
3403,2025-08-19 13:39,Network_VPN,Medium,Wi-Fi drops constantly in the east building,9.5,2.2
3404,2025-08-19 11:26,Software,Medium,Application keeps crashing on launch,18.3,3.0
3405,2025-08-19 12:46,Account_Access,Medium,Locked out of my account after password expired,3.8,3.1
3406,2025-08-19 08:29,Printer,Low,Can't add the new printer to my laptop,4.4,3.2
3407,2025-08-19 12:48,Email,Medium,Not receiving any emails since this morning,9.9,2.6
3408,2025-08-19 10:46,Account_Access,High,Forgot my password and self-service reset isn't working,0.6,4.1
3409,2025-08-19 18:01,Software,Medium,License activation error on design software,10.9,3.8
3410,2025-08-19 11:32,Software,Medium,Requesting install of project management tool,14.5,2.4
3411,2025-08-19 18:06,Software,Medium,Software freezes whenever I try to export a file,22.7,3.2
3412,2025-08-19 11:21,Account_Access,Medium,New hire needs accounts provisioned before start date,4.1,3.2
3413,2025-08-20 17:03,Hardware,High,Laptop won't power on at all,15.6,3.9
3414,2025-08-20 12:12,Security,Medium,Antivirus is flagging a file I downloaded,5.7,2.3
3415,2025-08-20 18:14,Email,Medium,Outlook stuck in offline mode,9.3,2.2
3416,2025-08-20 14:46,Printer,Low,Printer on 3rd floor is offline,6.5,2.7
3417,2025-08-20 16:05,Email,Medium,"Mailbox full, can't send or receive email",7.5,2.3
3418,2025-08-20 10:02,Software,Medium,Application keeps crashing on launch,10.1,4.5
3419,2025-08-20 16:48,Email,High,"Mailbox full, can't send or receive email",5.3,4.9
3420,2025-08-20 13:49,Hardware,Critical,Screen cracked after laptop bag fell,5.6,4.9
3421,2025-08-20 07:51,Software,High,Software freezes whenever I try to export a file,1.1,3.8
3422,2025-08-20 16:33,Network_VPN,Medium,VPN keeps disconnecting every few minutes,7.5,2.8
3423,2025-08-20 14:16,Security,High,Think I clicked a phishing link by accident,1.4,4.5
3424,2025-08-20 16:43,Printer,High,Printer on 3rd floor is offline,3.9,4.9
3425,2025-08-21 11:38,Hardware,High,Laptop fan is extremely loud and it's overheating,8.6,3.6
3426,2025-08-21 08:34,Network_VPN,High,VPN keeps disconnecting every few minutes,4.5,4.4
3427,2025-08-21 16:08,Account_Access,Medium,Need access to the shared finance drive for a project,4.0,3.3
3428,2025-08-21 10:38,Printer,Low,Can't add the new printer to my laptop,7.0,2.2
3429,2025-08-21 13:04,Software,Low,Application keeps crashing on launch,15.2,2.5
3430,2025-08-21 15:34,Network_VPN,High,VPN keeps disconnecting every few minutes,5.7,3.9
3431,2025-08-21 12:15,Hardware,High,Laptop won't power on at all,25.4,4.7
3432,2025-08-21 15:44,Hardware,Medium,Docking station won't detect external monitor,70.4,3.1
3433,2025-08-21 10:55,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",10.8,3.4
3434,2025-08-21 07:24,Security,High,Think I clicked a phishing link by accident,1.6,4.4
3435,2025-08-21 09:49,Network_VPN,Low,Very slow network speeds on corporate Wi-Fi,11.5,2.3
3436,2025-08-21 09:27,Account_Access,Medium,Forgot my password and self-service reset isn't working,5.3,2.8
3437,2025-08-21 17:57,Software,Medium,Requesting install of project management tool,15.7,3.1
3438,2025-08-21 07:07,Network_VPN,Critical,"Cannot connect to VPN, authentication failed error",3.3,3.9
3439,2025-08-22 10:21,Account_Access,Low,New hire needs accounts provisioned before start date,4.2,2.7
3440,2025-08-22 15:08,Account_Access,High,Requesting elevated access to the deployment pipeline,3.0,4.6
3441,2025-08-22 07:06,Hardware,Medium,Battery drains fully within an hour,42.2,3.1
3442,2025-08-22 15:23,Software,Medium,Requesting install of project management tool,8.2,4.7
3443,2025-08-22 07:45,Security,Critical,Received a suspicious email asking for my password,0.9,3.8
3444,2025-08-22 18:36,Security,High,Antivirus is flagging a file I downloaded,1.0,4.6
3445,2025-08-22 17:18,Software,High,Requesting install of project management tool,7.6,4.1
3446,2025-08-22 12:37,Email,Low,Not receiving any emails since this morning,7.0,2.2
3447,2025-08-22 07:49,Hardware,Medium,Laptop fan is extremely loud and it's overheating,40.1,2.2
3448,2025-08-22 09:56,Hardware,High,Screen cracked after laptop bag fell,30.9,4.8
3449,2025-08-22 09:49,Network_VPN,High,"Cannot connect to VPN, authentication failed error",5.4,3.8
3450,2025-08-22 16:44,Security,High,My laptop is acting strange after opening an attachment,3.1,3.6
3451,2025-08-22 13:57,Network_VPN,Medium,VPN client won't launch after latest update,7.4,2.2
3452,2025-08-22 18:14,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,6.0,4.3
3453,2025-08-22 17:15,Hardware,Medium,Battery drains fully within an hour,55.9,3.4
3454,2025-08-23 07:57,Network_VPN,High,VPN client won't launch after latest update,5.6,5.0
3455,2025-08-23 18:36,Account_Access,High,Requesting elevated access to the deployment pipeline,0.8,3.7
3456,2025-08-23 13:37,Software,Low,License activation error on design software,20.9,3.2
3457,2025-08-23 13:36,Printer,Low,Print jobs stuck in queue and won't clear,4.1,4.7
3458,2025-08-24 13:06,Account_Access,High,Locked out of my account after password expired,1.1,4.3
3459,2025-08-24 12:59,Software,High,Application keeps crashing on launch,10.3,4.0
3460,2025-08-24 09:15,Printer,Medium,Printer is printing blank pages,6.8,2.6
3461,2025-08-25 07:53,Printer,Medium,Printer is printing blank pages,4.2,4.8
3462,2025-08-25 15:27,Security,Critical,My laptop is acting strange after opening an attachment,0.5,4.5
3463,2025-08-25 13:32,Software,Low,Requesting install of project management tool,8.8,4.8
3464,2025-08-25 07:03,Account_Access,Medium,Locked out of my account after password expired,5.3,2.5
3465,2025-08-25 11:40,Security,High,My laptop is acting strange after opening an attachment,2.2,3.9
3466,2025-08-25 17:33,Software,Low,License activation error on design software,14.5,2.3
3467,2025-08-25 07:46,Network_VPN,Critical,VPN client won't launch after latest update,2.8,4.4
3468,2025-08-25 16:18,Account_Access,Medium,Forgot my password and self-service reset isn't working,5.6,2.7
3469,2025-08-25 13:48,Hardware,High,Laptop won't power on at all,19.3,3.7
3470,2025-08-25 08:47,Email,Medium,Emails to external clients are bouncing back,5.9,2.8
3471,2025-08-25 16:44,Email,Critical,Not receiving any emails since this morning,3.1,5.0
3472,2025-08-25 15:43,Security,Critical,Received a suspicious email asking for my password,0.9,4.1
3473,2025-08-25 08:59,Hardware,Critical,Laptop won't power on at all,7.4,4.2
3474,2025-08-25 13:06,Network_VPN,Medium,Wi-Fi drops constantly in the east building,11.5,2.3
3475,2025-08-25 09:43,Hardware,High,Laptop won't power on at all,11.0,5.0
3476,2025-08-25 13:15,Network_VPN,Medium,VPN client won't launch after latest update,7.2,2.3
3477,2025-08-25 12:24,Email,Low,Outlook stuck in offline mode,6.8,2.9
3478,2025-08-25 11:16,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",11.2,2.8
3479,2025-08-25 13:18,Software,High,Application keeps crashing on launch,4.7,3.7
3480,2025-08-25 14:13,Hardware,Medium,Laptop won't power on at all,38.0,3.6
3481,2025-08-25 14:47,Software,Medium,Need Adobe Acrobat installed for contract review,16.5,3.4
3482,2025-08-25 17:05,Printer,High,Print jobs stuck in queue and won't clear,0.8,4.8
3483,2025-08-25 13:10,Email,Low,Emails to external clients are bouncing back,4.9,4.3
3484,2025-08-25 16:28,Software,Medium,License activation error on design software,15.8,3.1
3485,2025-08-25 10:56,Account_Access,High,Requesting elevated access to the deployment pipeline,1.1,4.7
3486,2025-08-25 07:21,Network_VPN,Medium,VPN client won't launch after latest update,9.5,2.5
3487,2025-08-25 16:34,Account_Access,Critical,Requesting elevated access to the deployment pipeline,0.5,4.7
3488,2025-08-25 14:44,Printer,Low,Can't add the new printer to my laptop,7.6,2.2
3489,2025-08-25 09:55,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,7.4,3.2
3490,2025-08-25 17:53,Printer,Medium,Printer is printing blank pages,4.7,2.2
3491,2025-08-25 13:43,Network_VPN,High,"Cannot connect to VPN, authentication failed error",2.8,3.7
3492,2025-08-25 08:43,Email,Low,Outlook stuck in offline mode,5.8,3.5
3493,2025-08-25 09:04,Account_Access,Low,New hire needs accounts provisioned before start date,2.4,4.5
3494,2025-08-26 07:35,Network_VPN,Medium,VPN client won't launch after latest update,7.8,2.9
